establishment_type,severity,inspection_date
Food Take Out,S - Significant,2022-05-24
Institutional Food Services,S - Significant,2022-11-16
Restaurant,S - Significant,2022-06-01
Restaurant,S - Significant,2023-08-15
Restaurant,S - Significant,2023-10-20
Restaurant,S - Significant,2023-10-20
Restaurant,S - Significant,2023-10-20
Restaurant,S - Significant,2023-10-20
Restaurant,S - Significant,2023-10-20
Food Take Out,S - Significant,2022-02-04
Restaurant,S - Significant,2023-11-30
Restaurant,S - Significant,2022-06-03
Restaurant,S - Significant,2022-06-03
Restaurant,C - Crucial,2022-06-03
Restaurant,S - Significant,2022-06-03
Restaurant,S - Significant,2023-01-04
Restaurant,S - Significant,2023-01-04
Restaurant,S - Significant,2023-01-04
Restaurant,S - Significant,2023-01-04
Restaurant,S - Significant,2022-06-10
Restaurant,C - Crucial,2022-06-10
Restaurant,S - Significant,2022-06-10
Restaurant,S - Significant,2023-02-01
Restaurant,S - Significant,2023-02-01
Food Take Out,S - Significant,2023-08-08
Food Take Out,S - Significant,2023-08-08
Restaurant,S - Significant,2022-01-31
Restaurant,S - Significant,2022-01-31
Restaurant,S - Significant,2023-04-14
Restaurant,S - Significant,2023-10-16
Restaurant,S - Significant,2023-10-16
Restaurant,C - Crucial,2023-10-16
Restaurant,S - Significant,2022-09-09
Restaurant,C - Crucial,2022-09-09
Restaurant,S - Significant,2022-10-27
Restaurant,S - Significant,2022-10-27
Restaurant,S - Significant,2022-10-27
Restaurant,S - Significant,2022-06-08
Restaurant,S - Significant,2023-05-19
Restaurant,S - Significant,2023-04-04
Restaurant,S - Significant,2023-08-16
Restaurant,S - Significant,2023-07-05
Restaurant,S - Significant,2024-01-11
Restaurant,S - Significant,2023-04-28
Food Court Vendor,S - Significant,2023-04-14
Food Take Out,S - Significant,2023-04-06
Food Take Out,S - Significant,2023-04-06
Restaurant,S - Significant,2022-06-03
Restaurant,S - Significant,2022-06-03
Restaurant,S - Significant,2022-12-05
Restaurant,S - Significant,2022-05-06
Restaurant,S - Significant,2022-01-24
Restaurant,S - Significant,2023-03-08
Restaurant,S - Significant,2023-09-21
Food Take Out,S - Significant,2022-11-09
Food Take Out,S - Significant,2022-11-09
Food Take Out,S - Significant,2022-11-09
Food Take Out,S - Significant,2022-11-09
Restaurant,S - Significant,2023-10-03
Restaurant,S - Significant,2023-10-03
Restaurant,S - Significant,2022-04-27
Restaurant,S - Significant,2023-03-30
Restaurant,S - Significant,2022-10-21
Restaurant,S - Significant,2023-10-23
Restaurant,S - Significant,2023-06-01
Food Take Out,S - Significant,2023-06-21
Food Take Out,S - Significant,2023-06-21
Restaurant,S - Significant,2023-08-08
Restaurant,S - Significant,2023-10-20
Student Nutrition Site,S - Significant,2022-12-15
Restaurant,S - Significant,2023-09-07
Food Processing Plant,S - Significant,2023-11-27
Restaurant,C - Crucial,2023-05-15
Butcher Shop,S - Significant,2022-05-26
Restaurant,S - Significant,2022-12-21
Supermarket,C - Crucial,2023-12-18
Supermarket,S - Significant,2023-12-18
Supermarket,S - Significant,2023-12-20
Restaurant,S - Significant,2022-10-18
Restaurant,C - Crucial,2022-10-18
Restaurant,S - Significant,2022-10-18
Restaurant,S - Significant,2023-04-25
Food Take Out,S - Significant,2022-08-18
Food Take Out,S - Significant,2022-08-18
Food Take Out,S - Significant,2023-11-17
Restaurant,S - Significant,2022-06-07
Restaurant,S - Significant,2023-01-06
Restaurant,S - Significant,2023-01-06
Restaurant,S - Significant,2023-01-06
Restaurant,S - Significant,2023-03-22
Restaurant,C - Crucial,2023-03-22
Restaurant,C - Crucial,2023-07-12
Restaurant,S - Significant,2022-12-02
Restaurant,S - Significant,2022-12-02
Restaurant,S - Significant,2022-12-02
Food Take Out,S - Significant,2023-03-31
Food Take Out,S - Significant,2023-08-16
Food Take Out,S - Significant,2023-11-01
Food Take Out,S - Significant,2024-01-10
Food Take Out,S - Significant,2024-01-10
Food Take Out,S - Significant,2024-01-10
Cafeteria - Private Access,S - Significant,2022-11-10
Cafeteria - Private Access,S - Significant,2022-11-10
Cafeteria - Private Access,S - Significant,2023-04-24
Supermarket,S - Significant,2022-09-27
Supermarket,S - Significant,2022-09-27
Restaurant,S - Significant,2023-01-27
Restaurant,S - Significant,2023-01-27
Food Take Out,S - Significant,2023-08-29
Food Take Out,S - Significant,2023-08-29
Food Take Out,S - Significant,2023-08-29
Food Take Out,S - Significant,2023-08-29
Food Take Out,S - Significant,2023-08-29
Restaurant,S - Significant,2023-06-27
Supermarket,S - Significant,2022-05-02
Supermarket,C - Crucial,2023-01-16
Supermarket,S - Significant,2023-01-16
Supermarket,S - Significant,2023-01-16
Supermarket,S - Significant,2023-01-16
Supermarket,S - Significant,2023-01-16
Supermarket,S - Significant,2023-01-16
Bakery,S - Significant,2023-02-28
Bakery,S - Significant,2023-07-19
Restaurant,S - Significant,2022-06-24
Restaurant,S - Significant,2022-07-26
Restaurant,S - Significant,2022-07-26
Restaurant,S - Significant,2022-07-26
Restaurant,S - Significant,2023-04-04
Restaurant,S - Significant,2023-10-27
Restaurant,S - Significant,2023-10-27
Restaurant,S - Significant,2022-07-14
Restaurant,S - Significant,2023-04-18
Restaurant,S - Significant,2022-07-19
Food Take Out,S - Significant,2023-04-14
Food Take Out,S - Significant,2023-10-20
Restaurant,S - Significant,2022-07-13
Restaurant,S - Significant,2022-07-13
Restaurant,S - Significant,2023-01-20
Restaurant,S - Significant,2023-05-19
Restaurant,C - Crucial,2023-05-19
Restaurant,S - Significant,2023-05-19
Restaurant,S - Significant,2023-05-19
Restaurant,S - Significant,2023-05-19
Restaurant,S - Significant,2023-06-16
Restaurant,C - Crucial,2022-11-21
Restaurant,S - Significant,2022-11-21
Restaurant,S - Significant,2023-11-22
Restaurant,S - Significant,2023-11-22
Restaurant,S - Significant,2023-11-22
Banquet Facility,S - Significant,2022-11-07
Banquet Facility,S - Significant,2022-11-07
Food Take Out,S - Significant,2023-02-06
Restaurant,S - Significant,2023-04-04
Restaurant,S - Significant,2023-04-04
Restaurant,S - Significant,2023-04-04
Restaurant,S - Significant,2022-11-09
Restaurant,S - Significant,2022-11-09
Restaurant,S - Significant,2023-06-29
Restaurant,S - Significant,2023-10-05
Restaurant,S - Significant,2023-08-24
Food Store (Convenience/Variety),S - Significant,2023-06-19
Food Take Out,S - Significant,2023-09-14
Food Take Out,S - Significant,2023-09-11
Supermarket,S - Significant,2023-09-14
Supermarket,S - Significant,2023-09-14
Supermarket,S - Significant,2024-01-15
Food Take Out,S - Significant,2022-02-08
Food Take Out,S - Significant,2022-04-07
Food Take Out,S - Significant,2022-12-05
Food Take Out,S - Significant,2023-11-07
Food Take Out,S - Significant,2023-11-07
Restaurant,S - Significant,2022-08-16
Restaurant,S - Significant,2022-08-16
Restaurant,S - Significant,2022-08-16
Restaurant,S - Significant,2022-08-16
Restaurant,S - Significant,2022-08-16
Restaurant,S - Significant,2023-02-08
Restaurant,S - Significant,2023-02-08
Restaurant,C - Crucial,2023-02-08
Food Take Out,S - Significant,2023-02-06
Food Take Out,S - Significant,2023-02-06
Food Take Out,S - Significant,2023-02-06
Food Take Out,C - Crucial,2023-02-06
Food Take Out,C - Crucial,2023-02-06
Food Take Out,C - Crucial,2023-02-06
Food Take Out,S - Significant,2023-02-06
Food Take Out,S - Significant,2023-02-09
Food Take Out,S - Significant,2023-08-08
Food Take Out,S - Significant,2023-08-08
Food Take Out,S - Significant,2023-12-04
Food Take Out,S - Significant,2023-12-04
Food Take Out,S - Significant,2023-12-04
Restaurant,S - Significant,2022-11-18
Food Court Vendor,S - Significant,2022-05-16
Food Court Vendor,S - Significant,2022-05-16
Food Court Vendor,S - Significant,2022-05-20
Food Take Out,S - Significant,2023-09-15
Food Take Out,S - Significant,2022-02-09
Food Take Out,S - Significant,2023-04-04
Food Take Out,S - Significant,2023-01-23
Food Take Out,S - Significant,2023-02-13
Food Take Out,S - Significant,2023-02-13
Restaurant,S - Significant,2023-02-24
Restaurant,S - Significant,2023-02-24
Food Take Out,S - Significant,2023-08-22
Food Take Out,S - Significant,2022-09-06
Food Take Out,S - Significant,2022-09-06
Supermarket,S - Significant,2023-02-15
Restaurant,S - Significant,2022-11-03
Food Take Out,S - Significant,2022-06-24
Food Take Out,C - Crucial,2022-06-24
Food Take Out,S - Significant,2022-06-24
Food Take Out,S - Significant,2022-06-24
Restaurant,S - Significant,2022-09-08
Restaurant,S - Significant,2022-09-08
Restaurant,S - Significant,2022-08-10
Restaurant,S - Significant,2022-08-10
Restaurant,S - Significant,2023-04-13
Restaurant,S - Significant,2023-11-24
Restaurant,S - Significant,2022-01-24
Restaurant,C - Crucial,2022-01-24
Restaurant,S - Significant,2023-02-09
Restaurant,S - Significant,2022-12-20
Restaurant,C - Crucial,2022-12-20
Restaurant,S - Significant,2023-02-06
Restaurant,S - Significant,2023-08-21
Restaurant,S - Significant,2023-08-21
Restaurant,S - Significant,2023-02-21
Restaurant,S - Significant,2022-07-04
Food Take Out,S - Significant,2022-05-30
Food Take Out,C - Crucial,2023-02-09
Food Take Out,S - Significant,2022-05-16
Food Take Out,S - Significant,2023-04-06
Restaurant,S - Significant,2023-09-08
Restaurant,S - Significant,2023-09-08
Restaurant,S - Significant,2023-06-16
Restaurant,S - Significant,2023-06-16
Restaurant,S - Significant,2023-06-16
Restaurant,S - Significant,2023-06-16
Restaurant,S - Significant,2023-11-23
Restaurant,S - Significant,2023-11-23
Bakery,S - Significant,2022-07-25
Restaurant,S - Significant,2023-10-12
Restaurant,S - Significant,2023-10-12
Food Store (Convenience/Variety),S - Significant,2022-09-26
Restaurant,S - Significant,2022-08-23
Restaurant,S - Significant,2022-08-23
Retirement Homes(Licensed),S - Significant,2022-11-04
Retirement Homes(Licensed),S - Significant,2022-11-04
Cafeteria - Public Access,S - Significant,2022-05-10
Cafeteria - Public Access,S - Significant,2022-05-10
Banquet Facility,S - Significant,2023-08-21
Restaurant,S - Significant,2022-05-30
Food Take Out,S - Significant,2023-03-13
Restaurant,S - Significant,2022-09-26
Food Take Out,S - Significant,2022-12-08
Food Court Vendor,S - Significant,2023-02-24
Food Processing Plant,C - Crucial,2023-02-28
Food Processing Plant,S - Significant,2023-02-28
Food Processing Plant,S - Significant,2023-02-28
Restaurant,S - Significant,2022-07-18
Restaurant,S - Significant,2023-09-08
Supermarket,S - Significant,2022-02-23
Supermarket,S - Significant,2022-02-23
Supermarket,S - Significant,2023-03-06
Supermarket,S - Significant,2023-03-06
Supermarket,S - Significant,2023-03-06
Supermarket,S - Significant,2023-03-06
Supermarket,C - Crucial,2023-03-06
Supermarket,S - Significant,2023-03-06
Food Take Out,S - Significant,2022-12-16
Bakery,S - Significant,2023-08-14
Bakery,C - Crucial,2023-08-14
Bakery,S - Significant,2022-08-25
Bakery,S - Significant,2023-08-29
Bakery,S - Significant,2023-08-29
Restaurant,C - Crucial,2022-09-20
Restaurant,S - Significant,2022-09-20
Restaurant,S - Significant,2022-09-20
Restaurant,C - Crucial,2023-06-27
Restaurant,C - Crucial,2023-06-27
Restaurant,C - Crucial,2023-09-07
Restaurant,S - Significant,2023-09-07
Restaurant,S - Significant,2024-01-09
Restaurant,C - Crucial,2024-01-09
Restaurant,C - Crucial,2024-01-09
Restaurant,S - Significant,2023-02-16
Restaurant,S - Significant,2023-05-09
Restaurant,S - Significant,2023-05-09
Restaurant,S - Significant,2023-10-06
Restaurant,S - Significant,2023-10-06
Restaurant,S - Significant,2023-12-14
Bakery,S - Significant,2023-08-02
Restaurant,S - Significant,2022-06-02
Food Court Vendor,S - Significant,2023-03-24
Food Take Out,S - Significant,2023-10-18
Restaurant,C - Crucial,2023-05-08
Restaurant,S - Significant,2023-05-08
Food Take Out,S - Significant,2022-10-15
Food Take Out,S - Significant,2023-03-25
Food Take Out,S - Significant,2023-03-25
Food Take Out,S - Significant,2023-07-23
Food Take Out,S - Significant,2023-07-23
Food Take Out,S - Significant,2023-11-11
Bakery,C - Crucial,2022-08-17
Bakery,S - Significant,2022-08-17
Food Take Out,S - Significant,2023-06-06
Food Take Out,S - Significant,2023-10-04
Restaurant,S - Significant,2023-05-03
Restaurant,S - Significant,2023-05-03
Restaurant,S - Significant,2023-11-23
Food Take Out,S - Significant,2023-09-22
Restaurant,S - Significant,2022-08-26
Restaurant,S - Significant,2022-08-26
Restaurant,C - Crucial,2022-08-26
Food Take Out,S - Significant,2023-05-26
Restaurant,S - Significant,2022-09-16
Restaurant,C - Crucial,2023-03-17
Restaurant,S - Significant,2023-03-17
Restaurant,S - Significant,2023-03-17
Bakery,S - Significant,2023-04-17
Bakery,S - Significant,2023-04-17
Food Take Out,S - Significant,2023-12-07
Restaurant,S - Significant,2023-10-31
Restaurant,S - Significant,2023-10-31
Serving Kitchen,S - Significant,2023-04-04
Boarding / Lodging Home - Kitchen,S - Significant,2023-02-06
Food Take Out,S - Significant,2023-05-04
Restaurant,S - Significant,2023-03-06
Restaurant,S - Significant,2023-03-09
Food Depot,S - Significant,2022-10-20
Restaurant,S - Significant,2022-07-08
Food Processing Plant,S - Significant,2022-10-14
Food Processing Plant,S - Significant,2023-12-14
Restaurant,S - Significant,2023-07-11
Restaurant,S - Significant,2022-12-22
Cafeteria - Public Access,S - Significant,2022-06-28
Cafeteria - Public Access,S - Significant,2022-06-28
Restaurant,C - Crucial,2022-03-08
Restaurant,C - Crucial,2022-03-08
Restaurant,S - Significant,2022-03-08
Restaurant,S - Significant,2022-03-08
Restaurant,C - Crucial,2023-01-26
Restaurant,S - Significant,2023-01-26
Restaurant,S - Significant,2023-08-11
Restaurant,C - Crucial,2023-08-11
Restaurant,S - Significant,2023-08-11
Restaurant,S - Significant,2023-08-11
Restaurant,S - Significant,2023-08-14
Restaurant,S - Significant,2023-01-24
Restaurant,S - Significant,2023-03-08
Restaurant,S - Significant,2023-03-08
Restaurant,S - Significant,2023-05-23
Restaurant,S - Significant,2023-11-29
Student Nutrition Site,S - Significant,2023-06-23
Food Store (Convenience/Variety),S - Significant,2023-02-15
Restaurant,S - Significant,2023-11-29
Restaurant,S - Significant,2023-06-19
Restaurant,C - Crucial,2023-06-19
Restaurant,S - Significant,2023-03-27
Restaurant,S - Significant,2023-03-27
Restaurant,S - Significant,2023-10-18
Restaurant,S - Significant,2023-10-18
Child Care - Catered,S - Significant,2023-07-24
Food Take Out,S - Significant,2023-05-02
Food Take Out,S - Significant,2023-05-02
Food Take Out,S - Significant,2023-08-01
Food Store (Convenience/Variety),S - Significant,2022-10-14
Food Store (Convenience/Variety),S - Significant,2023-09-01
Food Store (Convenience/Variety),S - Significant,2023-07-28
Food Store (Convenience/Variety),S - Significant,2023-07-28
Food Take Out,S - Significant,2023-01-13
Food Take Out,S - Significant,2023-01-13
Food Take Out,S - Significant,2023-01-13
Cocktail Bar / Beverage Room,S - Significant,2022-08-02
Cocktail Bar / Beverage Room,S - Significant,2023-11-07
Food Take Out,S - Significant,2023-06-22
Food Take Out,S - Significant,2023-06-22
Food Take Out,S - Significant,2023-06-22
Food Store (Convenience/Variety),S - Significant,2023-11-07
Restaurant,S - Significant,2023-07-14
Restaurant,S - Significant,2023-02-17
Restaurant,S - Significant,2023-02-17
Restaurant,S - Significant,2023-03-16
Restaurant,S - Significant,2023-03-16
Bakery,S - Significant,2023-01-05
Bakery,S - Significant,2023-01-05
Bakery,S - Significant,2023-01-05
Restaurant,S - Significant,2022-03-22
Restaurant,S - Significant,2022-03-22
Restaurant,S - Significant,2022-03-22
Restaurant,S - Significant,2022-08-05
Restaurant,S - Significant,2023-01-04
Restaurant,S - Significant,2023-01-04
Restaurant,S - Significant,2023-01-04
Restaurant,S - Significant,2023-08-16
Restaurant,S - Significant,2023-04-12
Restaurant,S - Significant,2023-04-12
Restaurant,S - Significant,2023-08-14
Restaurant,S - Significant,2024-01-11
Restaurant,S - Significant,2022-05-03
Restaurant,S - Significant,2022-08-16
Restaurant,S - Significant,2023-06-05
Restaurant,S - Significant,2023-10-23
Food Court Vendor,S - Significant,2023-06-29
Food Court Vendor,S - Significant,2023-10-19
Food Court Vendor,S - Significant,2023-10-19
Restaurant,S - Significant,2022-07-11
Restaurant,S - Significant,2022-07-11
Restaurant,C - Crucial,2022-07-11
Restaurant,S - Significant,2022-07-11
Restaurant,S - Significant,2023-01-04
Restaurant,S - Significant,2022-05-26
Restaurant,S - Significant,2022-05-26
Restaurant,C - Crucial,2022-05-26
Restaurant,C - Crucial,2022-05-26
Restaurant,S - Significant,2022-05-26
Restaurant,S - Significant,2022-05-26
Restaurant,S - Significant,2022-05-26
Restaurant,S - Significant,2022-05-26
Restaurant,S - Significant,2023-02-06
Restaurant,S - Significant,2023-02-06
Restaurant,C - Crucial,2023-07-14
Restaurant,S - Significant,2023-07-14
Restaurant,C - Crucial,2023-07-14
Restaurant,S - Significant,2023-07-14
Restaurant,S - Significant,2023-07-14
Restaurant,S - Significant,2023-07-14
Restaurant,S - Significant,2023-07-14
Restaurant,S - Significant,2023-07-14
Restaurant,S - Significant,2023-07-14
Restaurant,S - Significant,2023-07-14
Restaurant,S - Significant,2023-07-14
Restaurant,C - Crucial,2023-07-14
Restaurant,C - Crucial,2023-07-14
Restaurant,S - Significant,2023-11-23
Restaurant,S - Significant,2023-11-23
Restaurant,C - Crucial,2024-01-08
Restaurant,C - Crucial,2022-06-29
